se_type,type,rank_group,rank_absolute,position,xpath,domain,title,url,breadcrumb,website_name,is_image,is_video,is_featured_snippet,is_malicious,description,pre_snippet,extended_snippet,amp_version,rating,highlighted,links,main_domain,relative_url,etv,impressions_etv,estimated_paid_traffic_cost,clickstream_etv,about_this_result_type,about_this_result_url,about_this_result_source,about_this_result_source_info,about_this_result_source_url,about_this_result_language,about_this_result_location,about_this_result_search_terms,about_this_result_related_terms,rank_changes_previous_rank_absolute,rank_changes_is_new,rank_changes_is_up,rank_changes_is_down,backlinks_info_referring_domains,backlinks_info_referring_main_domains,backlinks_info_referring_pages,backlinks_info_dofollow,backlinks_info_backlinks,backlinks_info_time_update,rank_info_page_rank,rank_info_main_domain_rank,items,about_this_result,backlinks_info,rating_rating_type,rating_value,rating_votes_count,rating_rating_max,sub_title,card_id,image_url,logo_url,cid,items_se_type,items_type,items_rank_group,items_rank_absolute,items_position,items_xpath,items_domain,items_title,items_url,items_breadcrumb,items_website_name,items_is_image,items_is_video,items_is_featured_snippet,items_is_malicious,items_description,items_pre_snippet,items_extended_snippet,items_amp_version,items_rating,items_highlighted,items_links,items_about_this_result,items_main_domain,items_relative_url,items_etv,items_impressions_etv,items_estimated_paid_traffic_cost,items_clickstream_etv,items_rank_changes,items_backlinks_info,items_rank_info
google,organic,51,53,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[53]/div[1]/div[1],books.google.com,EINSTEIN'S REVOLUTIONARY WISDOM (Seven Last Days in the Life ...,https://books.google.com/books?id=OVFBDAAAQBAJ&pg=PA91&lpg=PA91&dq=albert+einstein&source=bl&ots=CpYU2uwuWy&sig=ACfU3U2m8-u7JgffTasv4wW4mtXXNQtOzw&hl=en&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q6AF6BAhCEAM,https://books.google.com › books,google.com,False,False,False,False,"... Albert, who has flown from Berkeley, California. You have to give to humankind the unified field theory. That's your duty. Father, make your dream come true ...",,V.  Alexander Stefan ·  2002,False,,['Albert'],"[{'type': 'link_element', 'title': 'V.  Alexander Stefan', 'description': None, 'url': 'https://www.google.com/search?num=100&sca_esv=600010291&hl=en&gl=US&tbm=bks&q=inauthor:%22V.++Alexander+Stefan%22&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q9Ah6BAhCEAs'}]",google.com,/books?id=OVFBDAAAQBAJ&pg=PA91&lpg=PA91&dq=albert+einstein&source=bl&ots=CpYU2uwuWy&sig=ACfU3U2m8-u7JgffTasv4wW4mtXXNQtOzw&hl=en&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q6AF6BAhCEAM,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,,,,,,,0.0,952.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,52,54,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[54]/div[1],www.eia.gov,Einstein (1879) - Energy Kids - EIA,https://www.eia.gov/kids/history-of-energy/famous-people/einstein.php,https://www.eia.gov › kids › famous-people › einstein,eia.gov,False,False,False,False,Albert Einstein was born in Germany in 1879. He enjoyed classical music and played the violin. One story Einstein liked to tell about his childhood was of a ...,,,False,,['Albert Einstein'],,eia.gov,/kids/history-of-energy/famous-people/einstein.php,772.8,1.31166,2094.288,,,,,,,,,,,22.0,False,False,True,,,,,,,0.0,540.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,53,55,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[55]/div[1],www.wikiwand.com,Albert Einstein - Wikiwand,https://www.wikiwand.com/en/Albert_Einstein,https://www.wikiwand.com › Albert_Einstein,wikiwand.com,False,False,False,False,Albert Einstein was a German-born theoretical physicist who is widely held to be one of the greatest and most influential scientists of all time.,,,False,,['Albert Einstein'],,wikiwand.com,/en/Albert_Einstein,772.8,1.31166,2094.288,,,,,,,,,,,,True,False,False,33.0,29.0,45.0,25.0,55.0,2024-01-16 22:14:18 +00:00,128.0,504.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,54,56,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[56]/div[1]/div[1],books.google.com,Albert Einstein: A Complete Biography: Bestseller Book by ...,https://books.google.com/books?id=i1a6EAAAQBAJ&pg=PA1878&lpg=PA1878&dq=albert+einstein&source=bl&ots=WS0gHkknew&sig=ACfU3U27xEp-2nGbCrxWbMtZk4DpxFTSWQ&hl=en&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q6AF6BAhFEAM,https://books.google.com › books,google.com,False,False,False,False,"Bestseller Book by Vinod Kumar Mishra: Albert Einstein: A Complete Biography Vinod Kumar Mishra. Author's Note Born in Germany , Albert Einstein was a ...",,Vinod Kumar Mishra ·  2023 · ‎ Biography & Autobiography,False,,['Albert Einstein'],"[{'type': 'link_element', 'title': 'Vinod Kumar Mishra', 'description': None, 'url': 'https://www.google.com/search?num=100&sca_esv=600010291&hl=en&gl=US&tbm=bks&q=inauthor:%22Vinod+Kumar+Mishra%22&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q9Ah6BAhFEAs'}]",google.com,/books?id=i1a6EAAAQBAJ&pg=PA1878&lpg=PA1878&dq=albert+einstein&source=bl&ots=WS0gHkknew&sig=ACfU3U27xEp-2nGbCrxWbMtZk4DpxFTSWQ&hl=en&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q6AF6BAhFEAM,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,,,,,,,0.0,952.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,55,57,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[57]/div[1],www.natgeokids.com,10 facts about Albert Einstein - National Geographic Kids,https://www.natgeokids.com/uk/discover/science/general-science/albert-einstein-facts/,https://www.natgeokids.com › science › general-science,natgeokids.com,False,False,False,False,"2. When Albert was a boy, he fell in love with physics when his father gifted him a compass. He was fascinated by the way the magnets moved inside of the ...",,,False,,['Albert'],,natgeokids.com,/uk/discover/science/general-science/albert-einstein-facts/,772.8,1.31166,2094.288,,,,,,,,,,,52.0,False,False,True,51.0,49.0,193.0,53.0,203.0,2024-01-15 17:09:09 +00:00,135.0,406.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,56,58,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[58]/div[1],www.einsteinmed.edu,About Einstein | Albert Einstein College of Medicine,https://www.einsteinmed.edu/about/,https://www.einsteinmed.edu › about,einsteinmed.edu,False,False,False,False,"Research. Research Mission. While education is at the heart of Einstein's mission, it is biomedical research that drives the College of Medicine's growth.",,,False,,"[""Einstein's""]",,einsteinmed.edu,/about/,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,66.0,59.0,253.0,180.0,533.0,2024-01-16 01:20:00 +00:00,196.0,425.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,57,59,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[59]/div[1]/div[1],books.google.com,The Legacy of Albert Einstein: A Collection of Essays in ...,https://books.google.com/books?id=rEaUIxukvy4C&pg=PA253&lpg=PA253&dq=albert+einstein&source=bl&ots=uX0g2xzQ9V&sig=ACfU3U3LRuP7F-vkSIDSG1kC4179s2QWtw&hl=en&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q6AF6BAg_EAM,https://books.google.com › books,google.com,False,False,False,False,"... Einstein's pacifism first found public expression in this context [ 2 ] , where those opposing the war ... Albert Einstein : Radical Pacifist and Democrat 253 :",,Spenta R. Wadia ·  2007 · ‎ Science,False,,['Albert Einstein'],"[{'type': 'link_element', 'title': 'Spenta R. Wadia', 'description': None, 'url': 'https://www.google.com/search?num=100&sca_esv=600010291&hl=en&gl=US&tbm=bks&q=inauthor:%22Spenta+R.+Wadia%22&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q9Ah6BAg_EAs'}]",google.com,/books?id=rEaUIxukvy4C&pg=PA253&lpg=PA253&dq=albert+einstein&source=bl&ots=uX0g2xzQ9V&sig=ACfU3U3LRuP7F-vkSIDSG1kC4179s2QWtw&hl=en&sa=X&ved=2ahUKEwj59ZCZpOuDAxVrjVYBHeVGBD8Q6AF6BAg_EAM,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,,,,,,,0.0,952.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,58,60,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[60]/div[1],einsteinpapers.press.princeton.edu,The Collected Papers of Albert Einstein,https://einsteinpapers.press.princeton.edu/,https://einsteinpapers.press.princeton.edu,princeton.edu,False,False,False,False,... Supplement). The Collected Papers of Albert Einstein brought to you by: Powered by Tizra · Terms of Service · Privacy · Permissions · Contact Us · Newsletter.,,,False,,['Albert Einstein'],,princeton.edu,/,772.8,1.31166,2094.288,,,,,,,,,,,49.0,False,False,True,662.0,559.0,1394.0,833.0,1493.0,2024-01-17 02:44:17 +00:00,446.0,622.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,59,61,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[61]/div[1],www.thoughtco.com,"Biography of Albert Einstein, Theoretical Physicist",https://www.thoughtco.com/albert-einstein-1779799,https://www.thoughtco.com › ... › People & Events,thoughtco.com,False,False,False,False,"Einstein is best known for his 1905 general theory of relativity, E=mc 2, which posits that energy (E) equals mass (m) times the speed of light ( ...",08/26/2019 00:00:00,,False,,['Einstein'],,thoughtco.com,/albert-einstein-1779799,772.8,1.31166,2094.288,,,,,,,,,,,78.0,False,True,False,123.0,42.0,279.0,60.0,280.0,2024-01-16 05:59:39 +00:00,208.0,548.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,60,62,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[62]/div[1],www.albert-einstein.org,The Albert Einstein Archives at The Hebrew University of ...,http://www.albert-einstein.org/,http://www.albert-einstein.org,albert-einstein.org,False,False,False,False,"The Albert Einstein Archives at the Hebrew University of Jerusalem own the Literary Estate of Albert Einstein, as declared in his last will and testament.",,,False,,['Albert Einstein'],,albert-einstein.org,/,772.8,1.31166,2094.288,,,,,,,,,,,42.0,False,False,True,769.0,624.0,21227.0,2111.0,21373.0,2024-01-16 20:09:05 +00:00,315.0,236.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,61,63,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[63]/div[1],www.facebook.com,Albert Einstein - Facebook,https://www.facebook.com/albert.einstein.fans/,https://www.facebook.com › ... › Albert Einstein,facebook.com,False,False,False,False,"Albert Einstein. 18896183 likes · 15561 talking about this. Official Facebook of the World's Favorite Genius. Managed by CMG Worldwide, authorized...",,,False,,['Albert Einstein'],,facebook.com,/albert.einstein.fans/,772.8,1.31166,2094.288,,,,,,,,,,,64.0,False,True,False,4.0,4.0,5.0,1.0,5.0,2024-01-16 16:25:55 +00:00,31.0,998.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,62,64,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[64]/div[1],www.oxfordreference.com,Albert Einstein - Oxford Reference,https://www.oxfordreference.com/view/10.1093/oi/authority.20110803095744712,https://www.oxfordreference.com › view › authority.2...,oxfordreference.com,False,False,False,False,"Published in 1916 as 'Die Grundlagen der allgemeinen Relativitätstheorie' ('The Foundations of the General Theory of Relativity'), it extended the special ...",,,False,,,,oxfordreference.com,/view/10.1093/oi/authority.20110803095744712,772.8,1.31166,2094.288,,,,,,,,,,,56.0,False,False,True,,,,,,,0.0,440.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,63,65,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[65]/div[1],scienceworld.wolfram.com,"Einstein, Albert (1879-1955) -- from Eric Weisstein's World of ...",https://scienceworld.wolfram.com/biography/Einstein.html,https://scienceworld.wolfram.com › biography › Einst...,wolfram.com,False,False,False,False,"Einstein, Albert (1879-1955) · German-American physicist who, in 1905, published three papers, each of which had a profound effect on the development of physics.",,,False,,"['Einstein', 'Albert']",,wolfram.com,/biography/Einstein.html,772.8,1.31166,2094.288,,,,,,,,,,,62.0,False,False,True,18.0,17.0,20.0,9.0,21.0,2024-01-16 04:29:01 +00:00,188.0,621.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,64,66,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[66]/div[1],www.amnh.org,Career Scientist | AMNH,https://www.amnh.org/exhibitions/einstein/life-and-times/career-scientist,https://www.amnh.org › einstein › life-and-times › car...,amnh.org,False,False,False,False,"... Albert Einstein's. Now known as his ""annus mirabilis,"" or miraculous ... In 1922, the Royal Swedish Academy of Sciences retroactively awarded Albert Einstein ...",,,False,,"[""Albert Einstein's"", 'Albert Einstein']",,amnh.org,/exhibitions/einstein/life-and-times/career-scientist,772.8,1.31166,2094.288,,,,,,,,,,,59.0,False,False,True,,,,,,,0.0,538.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,65,67,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[67]/div[1],www.scientificamerican.com,Stories by Albert Einstein | Scientific American,https://www.scientificamerican.com/author/albert-einstein/,https://www.scientificamerican.com › author › albert-e...,scientificamerican.com,False,False,False,False,"Scientific American is part of Springer Nature, which owns or has commercial relations with thousands of scientific publications (many of them can be found at ...",,,False,,,,scientificamerican.com,/author/albert-einstein/,772.8,1.31166,2094.288,,,,,,,,,,,67.0,False,False,False,2.0,2.0,2.0,2.0,2.0,2024-01-15 13:21:10 +00:00,1.0,551.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,66,68,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[68]/div[1],www.fi.edu,Case Files: Albert Einstein | The Franklin Institute,https://www.fi.edu/en/news/case-files-albert-einstein,https://www.fi.edu › news › case-files-albert-einstein,fi.edu,False,False,False,False,Einstein's light quantum hypothesis helped to explain certain visible light behavior which could not be explained if visible light were understood to exist in ...,,,False,,"[""Einstein's""]",,fi.edu,/en/news/case-files-albert-einstein,772.8,1.31166,2094.288,,,,,,,,,,,73.0,False,True,False,,,,,,,0.0,416.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,67,69,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[69]/div[1],scholar.google.com,‪Albert Einstein‬ - ‪Google Scholar‬,https://scholar.google.com/citations?user=qc6CJjYAAAAJ&hl=en,https://scholar.google.com › citations,google.com,False,False,False,False,"Albert Einstein. Institute of Advanced Studies, Princeton. No verified email. Physics. ArticlesCited by. Title. Sort. Sort by citationsSort by year ...",,,False,,['Albert Einstein'],,google.com,/citations?user=qc6CJjYAAAAJ&hl=en,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,29.0,29.0,36.0,27.0,37.0,2024-01-15 12:36:24 +00:00,208.0,952.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,68,70,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[70]/div[1],www.ducksters.com,Albert Einstein: Genius Inventor and Scientist - Ducksters,https://www.ducksters.com/biography/albert_einstein.php,https://www.ducksters.com › biography › albert_einstein,ducksters.com,False,False,False,False,"Albert Einstein had many discoveries as a scientist, but he is most known for his Theory of Relativity. This theory changed much in the way scientists look at ...",,,False,,['Albert Einstein'],,ducksters.com,/biography/albert_einstein.php,772.8,1.31166,2094.288,,,,,,,,,,,72.0,False,True,False,57.0,53.0,121.0,59.0,121.0,2024-01-16 19:07:54 +00:00,174.0,408.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,69,71,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[71]/div[1],princetonhistory.org,Albert Einstein - Historical Society of Princeton,https://princetonhistory.org/research/historic-princeton/albert-einstein/,https://princetonhistory.org › ... › Historic Princeton,princetonhistory.org,False,False,False,False,"In 1932 Albert Einstein accepted a position at the newly-created Institute for Advanced Study in Princeton. Coming to Princeton in October 1933, he and his wife ...",,,False,,['Albert Einstein'],,princetonhistory.org,/research/historic-princeton/albert-einstein/,772.8,1.31166,2094.288,,,,,,,,,,,40.0,False,False,True,81.0,76.0,135.0,68.0,135.0,2024-01-17 03:41:46 +00:00,177.0,349.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,70,72,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[72]/div[1],byjus.com,"Albert Einstein - Facts, Theories and Inventions - BYJU'S",https://byjus.com/physics/albert-einstein/,https://byjus.com › ... › Famous Physicists,byjus.com,False,False,False,False,"Some inventions and contributions of Einstein are Avogadro's Number, Quantum Theory of Light, General Theory of Relativity, Special Theory of Relativity, The ...",,,False,,['Einstein'],,byjus.com,/physics/albert-einstein/,772.8,1.31166,2094.288,,,,,,,,,,,,True,False,False,40.0,39.0,109.0,20.0,115.0,2024-01-16 20:29:07 +00:00,158.0,491.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,71,73,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[73]/div[1],starchild.gsfc.nasa.gov,Albert Einstein - StarChild - NASA,https://starchild.gsfc.nasa.gov/docs/StarChild/whos_who_level1/einstein.html,https://starchild.gsfc.nasa.gov › whos_who_level1 › ei...,nasa.gov,False,False,False,False,"In 1900, he graduated as a teacher. He had a very hard time finding a teaching job at a university. He took a temporary job as a high school teacher. That only ...",,,False,,,,nasa.gov,/docs/StarChild/whos_who_level1/einstein.html,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,24.0,24.0,53.0,19.0,57.0,2024-01-16 22:54:17 +00:00,78.0,671.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,72,74,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[74]/div[1],www.aeinstein.org,Albert Einstein Institution,https://www.aeinstein.org/,https://www.aeinstein.org,aeinstein.org,False,False,False,False,The Albert Einstein Institution (AEI) is a nonprofit organization founded by Dr. Gene Sharp in 1983 to advance the study and use of strategic nonviolent action ...,,,False,,['Albert Einstein'],,aeinstein.org,/,772.8,1.31166,2094.288,,,,,,,,,,,75.0,False,True,False,520.0,412.0,1746.0,1484.0,1850.0,2024-01-16 15:32:21 +00:00,392.0,392.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,73,75,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[75]/div[1],www.amnh.org,Einstein in Time | AMNH,https://www.amnh.org/explore/ology/physics/einstein-in-time2,https://www.amnh.org › explore › ology › physics › e...,amnh.org,False,False,False,False,Albert Einstein has been called one of the freest people who ever lived. He didn't let anything hold back his imagination and it powered him to completely ...,,,False,,['Albert Einstein'],,amnh.org,/explore/ology/physics/einstein-in-time2,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,4.0,4.0,7.0,4.0,7.0,2024-01-16 21:53:33 +00:00,34.0,538.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,74,76,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[76]/div[1],www.theguardian.com,Albert Einstein | Science | The Guardian,https://www.theguardian.com/science/alberteinstein,https://www.theguardian.com › science › alberteinstein,theguardian.com,True,False,False,False,Albert Einstein · 'Wobbly spacetime' may help resolve contradictory physics theories · Observatory built to represent Einstein's theory of relativity reopens in ...,,,False,,['Albert Einstein'],,theguardian.com,/science/alberteinstein,772.8,1.31166,2094.288,,,,,,,,,,,61.0,False,False,True,124.0,88.0,173.0,153.0,181.0,2024-01-15 20:52:59 +00:00,235.0,673.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,75,77,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[77]/div[1],www.amazon.com,"Albert Einstein: books, biography, latest update",https://www.amazon.com/Albert-Einstein/e/B000AP7JOU,https://www.amazon.com › Albert-Einstein,amazon.com,False,False,False,False,Top Albert Einstein titles ... Special & General Relativity (Concise Edition) (Foundations)Special & General Relativity (Concise Edition) (Foundati… ... A Global ...,,$0.99 · ‎ 30-day returns,False,,['Albert Einstein'],,amazon.com,/Albert-Einstein/e/B000AP7JOU,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,1.0,1.0,6.0,6.0,6.0,2024-01-16 09:50:49 +00:00,69.0,827.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,76,78,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[78]/div[1],new.nsf.gov,"Albert Einstein, in his own words | NSF",https://new.nsf.gov/news/albert-einstein-his-own-words,https://new.nsf.gov › News,nsf.gov,False,False,False,False,"Albert Einstein, in his own words · Einstein got to know the country that he'd later call home. · He recognized the importance of engaging the ...",03/20/2015 00:00:00,,False,,['Albert Einstein'],,nsf.gov,/news/albert-einstein-his-own-words,772.8,1.31166,2094.288,,,,,,,,,,,63.0,False,False,True,1.0,1.0,1.0,1.0,1.0,2024-01-17 02:10:59 +00:00,76.0,663.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,77,79,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[79]/div[1],www.newworldencyclopedia.org,Albert Einstein - New World Encyclopedia,https://www.newworldencyclopedia.org/entry/Albert_Einstein,https://www.newworldencyclopedia.org › entry › Albe...,newworldencyclopedia.org,False,False,False,False,"Albert Einstein ... , which indicates the relationship between mass and energy (or mass-energy equivalence). Einstein received the 1921 Nobel Prize in Physics "" ...",,,False,,['Albert Einstein'],,newworldencyclopedia.org,/entry/Albert_Einstein,772.8,1.31166,2094.288,,,,,,,,,,,74.0,False,False,True,16.0,15.0,28.0,5.0,32.0,2024-01-16 15:19:08 +00:00,112.0,413.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,78,80,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[80]/div[1],www.nature.com,Did Einstein really say that? - Nature,https://www.nature.com/articles/d41586-018-05004-4,https://www.nature.com › books & arts,nature.com,False,False,False,False,"Beyond his towering contribution to physics, Albert Einstein was an avid commentator on education, marriage, money, the nature of genius, music- ...",by A Robinson · 2018 · Cited by 14,,False,,['Albert Einstein'],,nature.com,/articles/d41586-018-05004-4,772.8,1.31166,2094.288,,,,,,,,,,,66.0,False,False,True,288.0,262.0,868.0,548.0,919.0,2024-01-15 19:02:11 +00:00,273.0,654.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,79,81,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[81]/div[1],press.princeton.edu,Albert Einstein | Princeton University Press,https://press.princeton.edu/collections/einstein,https://press.princeton.edu › collections › einstein,princeton.edu,False,False,False,False,"Albert Einstein ... Since 1922, Princeton University Press has been honored to publish the work of Albert Einstein (1879‑1955). That year, the Press published ...",,,False,,['Albert Einstein'],,princeton.edu,/collections/einstein,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,15.0,15.0,22.0,7.0,22.0,2024-01-17 07:31:12 +00:00,359.0,622.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,80,82,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[82]/div[1],study.com,Albert Einstein | Biography & Works - Study.com,https://study.com/learn/lesson/albert-einstein-biography-works.html.html,https://study.com › learn › lesson › albert-einstein-bio...,study.com,False,False,False,False,"Some of his best-known discoveries include the theory of relativity, energy-mass equivalence, the photoelectric effect, quantum mechanics, and a small but ...",,,False,,,,study.com,/learn/lesson/albert-einstein-biography-works.html.html,772.8,1.31166,2094.288,,,,,,,,,,,69.0,False,False,True,,,,,,,0.0,506.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,81,83,left,/html[1]/body[1]/div[5]/div[1]/div[12]/div[1]/div[2]/div[2]/div[1]/div[1]/div[83]/div[1],www.nps.gov,New Jersey: Albert Einstein House - National Park Service,https://www.nps.gov/articles/alberteinstein.htm,https://www.nps.gov › articles › alberteinstein,nps.gov,False,False,False,False,"When Albert Einstein first came to Princeton in 1933, he lived at 2 Library Place. In 1936 he purchased 112 Mercer Street. The house remained ...",08/22/2017 00:00:00,,False,,['Albert Einstein'],,nps.gov,/articles/alberteinstein.htm,772.8,1.31166,2094.288,,,,,,,,,,,,False,False,False,40.0,39.0,82.0,29.0,84.0,2024-01-16 02:00:33 +00:00,115.0,612.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
