se_type,type,rank_group,rank_absolute,position,xpath,domain,title,url,breadcrumb,website_name,is_image,is_video,is_featured_snippet,is_malicious,description,pre_snippet,extended_snippet,amp_version,rating,highlighted,links,main_domain,relative_url,etv,impressions_etv,estimated_paid_traffic_cost,clickstream_etv,about_this_result_type,about_this_result_url,about_this_result_source,about_this_result_source_info,about_this_result_source_url,about_this_result_language,about_this_result_location,about_this_result_search_terms,about_this_result_related_terms,rank_changes_previous_rank_absolute,rank_changes_is_new,rank_changes_is_up,rank_changes_is_down,backlinks_info_referring_domains,backlinks_info_referring_main_domains,backlinks_info_referring_pages,backlinks_info_dofollow,backlinks_info_backlinks,backlinks_info_time_update,rank_info_page_rank,rank_info_main_domain_rank,items,about_this_result,backlinks_info,rating_rating_type,rating_value,rating_votes_count,rating_rating_max,sub_title,card_id,image_url,logo_url,cid,items_se_type,items_type,items_rank_group,items_rank_absolute,items_position,items_xpath,items_domain,items_title,items_url,items_breadcrumb,items_website_name,items_is_image,items_is_video,items_is_featured_snippet,items_is_malicious,items_description,items_pre_snippet,items_extended_snippet,items_amp_version,items_rating,items_highlighted,items_links,items_about_this_result,items_main_domain,items_relative_url,items_etv,items_impressions_etv,items_estimated_paid_traffic_cost,items_clickstream_etv,items_rank_changes,items_backlinks_info,items_rank_info
google,organic,68,69,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[69]/div[1],commons.wikimedia.org,Albert Einstein,https://commons.wikimedia.org/wiki/Albert_Einstein,https://commons.wikimedia.org › wiki › Albert_Einstein,Wikimedia Commons,False,False,False,False,Albert Einstein ; German-born theoretical physicist; developer of the theory of relativity (1879–1955). Albert Einstein en 1947. image. plaque ...,04/14/2022 00:00:00,,False,,['Albert Einstein'],,wikimedia.org,/wiki/Albert_Einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,97.0,False,True,False,650.0,114.0,1030.0,991.0,1234.0,2023-07-30 13:00:29 +00:00,362.0,823.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,69,70,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[70]/div[1],www.rescue.org,Albert Einstein and the birth of the International Rescue ...,https://www.rescue.org/article/albert-einstein-and-birth-international-rescue-committee,https://www.rescue.org › article › albert-einstein-and-b...,International Rescue Committee,False,False,False,False,"Learn how the IRC was founded at the call of physicist, humanitarian -- and refugee -- Albert Einstein. March 14, 2015. In January 1933, Adolf Hitler, ...",,,False,,['Albert Einstein'],,rescue.org,/article/albert-einstein-and-birth-international-rescue-committee,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,45.0,False,False,True,81.0,72.0,105.0,62.0,107.0,2023-07-02 05:52:09 +00:00,169.0,617.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,70,71,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[71]/div[1],www.aeinstein.org,Albert Einstein Institution,https://www.aeinstein.org/,https://www.aeinstein.org,aeinstein.org,False,False,False,False,The Albert Einstein Institution (AEI) is a nonprofit organization founded by Dr. Gene Sharp in 1983 to advance the study and use of strategic nonviolent ...,,,False,,['Albert Einstein'],,aeinstein.org,/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,55.0,False,False,True,644.0,385.0,1272.0,680.0,1343.0,2023-07-30 13:00:29 +00:00,390.0,358.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,71,72,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[72]/div[1],www.onthisday.com,Albert Einstein (Theoretical Physicist),https://www.onthisday.com/people/albert-einstein,https://www.onthisday.com › people › albert-einstein,On This Day,False,False,False,False,"A Jewish-born German, later naturalised as a US citizen, Einstein became the most influential physicist of the 20th century. He developed his special theory ...",,,False,,['Einstein'],,onthisday.com,/people/albert-einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,13.0,13.0,69.0,62.0,197.0,2023-07-01 14:00:25 +00:00,235.0,573.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,72,73,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[73]/div[1],www.newworldencyclopedia.org,Albert Einstein,https://www.newworldencyclopedia.org/entry/Albert_Einstein,https://www.newworldencyclopedia.org › entry › Albe...,New World Encyclopedia,False,False,False,False,"Albert Einstein was born into a Jewish family in Ulm, Württemberg, Germany. His father was Hermann Einstein, a salesman and engineer. His mother was Pauline ...",,,False,,['Albert Einstein'],,newworldencyclopedia.org,/entry/Albert_Einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,10.0,9.0,15.0,7.0,16.0,2023-07-30 01:58:21 +00:00,118.0,414.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,73,74,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[74]/div[1],www.oxfordlearnersdictionaries.com,"albert-einstein - Definition, pictures, pronunciation and ...",https://www.oxfordlearnersdictionaries.com/us/definition/english/albert-einstein,https://www.oxfordlearnersdictionaries.com › english,Oxford Learner's Dictionaries,False,False,False,False,"Definition of albert-einstein in Oxford Advanced Learner's Dictionary. Meaning, pronunciation, picture, example sentences, grammar, usage notes, ...",,,False,,"['albert', 'einstein']",,oxfordlearnersdictionaries.com,/us/definition/english/albert-einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,,,,,,,0.0,595.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,74,75,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[75]/div[1],scholar.google.com,Albert Einstein - Google Scholar,https://scholar.google.com/citations?user=qc6CJjYAAAAJ&hl=en,https://scholar.google.com › citations,Google Scholar,False,False,False,False,"Title. Sort. Sort by citationsSort by yearSort by title Cited by. Cited by Year
Zur Elektrodynamik bewegter Körper. A Einstein 7396*
La relativité. A Einstein. Payot, 1964 4313* 1964",,,False,,,,google.com,/citations?user=qc6CJjYAAAAJ&hl=en,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,False,False,False,22.0,22.0,35.0,26.0,41.0,2023-06-30 22:31:25 +00:00,219.0,956.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,75,76,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[76]/div[1],www.twinkl.com,Who was Albert Einstein? | Facts for Kids,https://www.twinkl.com/teaching-wiki/albert-einstein,https://www.twinkl.com › teaching-wiki › albert-einstein,Twinkl USA,False,False,False,False,What was Albert Einstein famous for? He was a famous scientist probably most known for his theory of relativity. Read this page to find out about what he ...,,,False,,['Albert Einstein'],,twinkl.com,/teaching-wiki/albert-einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,62.0,False,False,True,10.0,9.0,35.0,19.0,38.0,2023-07-01 13:06:35 +00:00,21.0,399.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,76,77,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[77]/div[1],www.digitalhumans.com,UneeQ Case Study | Digital Einstein,https://www.digitalhumans.com/case-studies/digital-einstein,https://www.digitalhumans.com › case-studies › digital...,Digital Einstein experience,False,False,False,False,"Digital Einstein: A genius for the AI era. On the 100th anniversary of Albert Einstein winning the Nobel Prize for Physics, one of the smartest minds and ...",,,False,,['Albert Einstein'],,digitalhumans.com,/case-studies/digital-einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,43.0,False,False,True,1.0,1.0,1.0,1.0,1.0,2023-07-29 09:25:12 +00:00,58.0,264.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,77,78,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[78]/div[1],www.dyslexia.com,Albert Einstein,https://www.dyslexia.com/famous/albert-einstein/,https://www.dyslexia.com › famous › albert-einstein,Dyslexia the Gift,False,False,False,False,"Albert Einstein was a German-born theoretical physicist. He developed the general theory of relativity, one of the two pillars of modern physics (alongside ...",,,False,,['Albert Einstein'],,dyslexia.com,/famous/albert-einstein/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,37.0,False,False,True,24.0,24.0,33.0,23.0,36.0,2023-07-01 18:57:22 +00:00,147.0,393.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,78,79,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[79]/div[1],www.bbc.co.uk,Albert Einstein: A life spent re-imagining physics,https://www.bbc.co.uk/teach/albert-einstein-a-life-spent-re-imagining-physics/zfhy6v4,https://www.bbc.co.uk › teach › albert-einstein-a-life-s...,BBC,False,False,False,False,"Einstein's archetypal boffin persona, firmly lodged in popular culture, is well-earned. His ideas and theories were so shockingly revolutionary, ...",,,False,,"[""Einstein's""]",,bbc.co.uk,/teach/albert-einstein-a-life-spent-re-imagining-physics/zfhy6v4,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,35.0,33.0,52.0,39.0,52.0,2023-07-01 19:13:02 +00:00,177.0,707.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,79,80,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[80]/div[1],www.nps.gov,New Jersey: Albert Einstein House,https://www.nps.gov/articles/alberteinstein.htm,https://www.nps.gov › articles › alberteinstein,National Park Service (.gov),False,False,False,False,"Albert Einstein, considered the greatest physicist of all time and named in 1999 Time Magazine's Person of the Century, was born to Jewish ...",08/22/2017 00:00:00,,False,,['Albert Einstein'],,nps.gov,/articles/alberteinstein.htm,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,66.0,False,False,True,36.0,35.0,54.0,33.0,56.0,2023-07-01 13:14:12 +00:00,135.0,613.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,80,81,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[81]/div[1],www.nybooks.com,On Albert Einstein | Robert Oppenheimer,https://www.nybooks.com/articles/1966/03/17/on-albert-einstein/,https://www.nybooks.com › Articles,The New York Review of Books,False,False,False,False,"Albert Einstein ; drawing by David Levine. Buy Print. Though I knew Einstein for two or three decades, it was only in the last decade of his life that we ...",,,False,,['Albert Einstein'],,nybooks.com,/articles/1966/03/17/on-albert-einstein/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,75.0,False,False,True,4.0,4.0,4.0,3.0,4.0,2023-07-15 15:22:34 +00:00,195.0,499.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,81,82,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[82]/div[1],www.oxfordreference.com,Albert Einstein,https://www.oxfordreference.com/display/10.1093/acref/9780191826719.001.0001/q-oro-ed4-00003988;jsessionid=DA53C70FE70198477BA1DF7109A29C0C,https://www.oxfordreference.com › display › acref › q...,Oxford Reference,False,False,False,False,"Albert Einstein 1879–1955. German-born theoretical physicist. See also Anonymous · Science without religion is lame, religion without science is blind. · As far ...",,,False,,['Albert Einstein'],,oxfordreference.com,/display/10.1093/acref/9780191826719.001.0001/q-oro-ed4-00003988;jsessionid=DA53C70FE70198477BA1DF7109A29C0C,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,,,,,,,0.0,438.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,82,83,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[83]/div[1],byjus.com,"Albert Einstein - Facts, Theories and Inventions",https://byjus.com/physics/albert-einstein/,https://byjus.com › ... › Famous Physicists,Byju's,False,False,False,False,Einstein was a theoretical physicist who discovered and invented major theories of Physics. Albert Einstein received honorary doctorate degrees in science and ...,,,False,,['Albert Einstein'],,byjus.com,/physics/albert-einstein/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,34.0,32.0,60.0,38.0,64.0,2023-07-01 15:27:32 +00:00,176.0,512.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,83,84,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[84]/div[1],www.theatlantic.com,Albert Einstein: Appraisal of an Intellect,https://www.theatlantic.com/magazine/archive/1955/06/albert-einstein-appraisal-of-an-intellect/303934/,https://www.theatlantic.com › archive › 1955/06 › alb...,The Atlantic,False,False,False,False,"He was an intense Zionist, and although he would have been called irreligious by many, was deeply religious in the highest sense, with a profound conviction of ...",,,False,,,,theatlantic.com,/magazine/archive/1955/06/albert-einstein-appraisal-of-an-intellect/303934/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,49.0,False,False,True,11.0,10.0,11.0,7.0,11.0,2023-07-15 17:46:53 +00:00,32.0,588.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,84,85,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[85]/div[1],interestingengineering.com,Albert Einstein: The Life and Legacy of the Great Genius,https://interestingengineering.com/science/albert-einstein-the-life-and-legacy-of-the-great-genius,https://interestingengineering.com › Science,Interesting Engineering,False,False,False,False,"It's hard to understate the genius of Albert Einstein. As one of the world's foremost physicists, his discoveries revolutionized the way we ...",08/13/2021 00:00:00,,False,,['Albert Einstein'],,interestingengineering.com,/science/albert-einstein-the-life-and-legacy-of-the-great-genius,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,14.0,14.0,23.0,17.0,23.0,2023-07-01 12:51:12 +00:00,160.0,467.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,85,86,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[86]/div[1],www.mentalfloss.com,19 Brilliant Facts About Albert Einstein,https://www.mentalfloss.com/article/573985/albert-einstein-facts,https://www.mentalfloss.com › SCIENCE,Mental Floss,False,False,False,False,"Once a simple patent clerk, Albert Einstein changed the world with his theories of special and general relativity.",03/14/2023 00:00:00,,False,,['Albert Einstein'],,mentalfloss.com,/article/573985/albert-einstein-facts,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,73.0,68.0,147.0,80.0,156.0,2023-07-01 12:44:47 +00:00,211.0,501.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,86,87,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[87]/div[1],www.biographyonline.net,Albert Einstein Biography,https://www.biographyonline.net/scientists/albert-einstein.html,https://www.biographyonline.net › scientists › albert-ei...,Biography Online,False,False,False,False,"Born in Germany in 1879, Albert Einstein is one of the most celebrated scientists of the Twentieth Century. His theories on relativity laid ...",03/02/2017 00:00:00,,False,,['Albert Einstein'],,biographyonline.net,/scientists/albert-einstein.html,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,52.0,False,False,True,67.0,63.0,79.0,59.0,82.0,2023-07-14 17:38:15 +00:00,223.0,357.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,87,88,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[88]/div[1],www.easybib.com,Albert Einstein Quotes and Facts,https://www.easybib.com/guides/quotes-facts-stats/albert-einstein/,https://www.easybib.com › Guides › Topic Guides,EasyBib,False,False,False,False,"Albert Einstein's birthday is March 14th, 1879. He is best known for developing the theory of relativity, as well as his involvement in research that led to the ...",,Rating: 4.1 · ‎34 votes,False,,"[""Albert Einstein's""]",,easybib.com,/guides/quotes-facts-stats/albert-einstein/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,45.0,39.0,98.0,60.0,101.0,2023-07-29 23:36:57 +00:00,159.0,441.0,,,,Max5,4.1,34.0,5.0,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,88,89,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[89]/div[1],content.time.com,Person Of The Century: Albert Einstein,"https://content.time.com/time/magazine/article/0,9171,993017,00.html",https://content.time.com › time › magazine › article,Time Magazine,False,False,False,False,"Albert Einstein · (1879-1955) He was the pre-eminent scientist in a century dominated by science. The touchstones of the era--the Bomb, the Big ...",12/31/1999 00:00:00,,False,,['Albert Einstein'],,time.com,"/time/magazine/article/0,9171,993017,00.html",632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,109.0,76.0,152.0,30.0,152.0,2023-07-05 11:02:37 +00:00,234.0,611.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,89,90,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[90]/div[1],www.businessinsider.com,Einstein and Oppenheimer's Relationship,https://www.businessinsider.com/einstein-oppenheimer-relationship-disagreements-not-friends-2023-7,https://www.businessinsider.com › Science › News,Business Insider,False,False,False,False,The real Albert Einstein wouldn't have helped J. Robert Oppenheimer with top-secret calculations about the atomic bomb.,2 days ago,,False,,['Albert Einstein'],,businessinsider.com,/einstein-oppenheimer-relationship-disagreements-not-friends-2023-7,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,5.0,4.0,15.0,8.0,15.0,2023-07-29 09:25:12 +00:00,54.0,713.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,90,91,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[91]/div[1],www.rd.com,35 Brilliant Albert Einstein Quotes to Inspire You to Greatness,https://www.rd.com/article/albert-einstein-quotes/,https://www.rd.com › ... › Quotes › Inspiring,Reader's Digest,False,False,False,False,You may know Albert Einstein as the physicist who taught us the theory of relativity. Or maybe you know him as that guy who created that ...,08/18/2021 00:00:00,,False,,['Albert Einstein'],,rd.com,/article/albert-einstein-quotes/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,93.0,86.0,236.0,88.0,291.0,2023-07-02 09:44:44 +00:00,173.0,518.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,91,92,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[92]/div[1],www.thriftbooks.com,List of books by author Albert Einstein,https://www.thriftbooks.com/a/albert-einstein/203164/,https://www.thriftbooks.com › albert-einstein,Thrift Books,False,False,False,False,"See all books authored by Albert Einstein, including Über die spezielle und die allgemeine Relativitätstheorie, and The Portable Atheist: Essential Readings ...",,Free delivery over $15 · ‎Free 30-day returns,False,,['Albert Einstein'],,thriftbooks.com,/a/albert-einstein/203164/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,3.0,3.0,4.0,4.0,4.0,2023-07-01 12:50:21 +00:00,72.0,439.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,92,93,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[93]/div[1],allthatsinteresting.com,How Did Albert Einstein Die? Inside His Tragic Final Days,https://allthatsinteresting.com/albert-einstein-death,https://allthatsinteresting.com › albert-einstein-death,All That's Interesting,False,False,False,False,"After Albert Einstein died of an abdominal aortic aneurysm at 76 in April 1955, the doctor performing his autopsy stole his brain — and gave ...",01/02/2022 00:00:00,,False,,['Albert Einstein'],,allthatsinteresting.com,/albert-einstein-death,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,79.0,False,False,True,54.0,53.0,68.0,45.0,94.0,2023-07-14 22:38:50 +00:00,258.0,452.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,93,94,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[94]/div[1],www.discovermagazine.com,5 Interesting Things About Albert Einstein,https://www.discovermagazine.com/the-sciences/5-interesting-things-about-albert-einstein,https://www.discovermagazine.com › the-sciences › 5-...,Discover Magazine,False,False,False,False,"In 1921, his discovery of the photoelectric effect won the Nobel Prize for Physics. What Are Some Interesting Facts About Albert Einstein? While ...",07/12/2022 00:00:00,,False,,['Albert Einstein'],,discovermagazine.com,/the-sciences/5-interesting-things-about-albert-einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,44.0,43.0,77.0,61.0,96.0,2023-07-01 17:58:56 +00:00,202.0,523.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,94,95,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[95]/div[1],www.thirteen.org,Big Ideas. Big Thinkers. Albert Einstein,https://www.thirteen.org/bigideas/einstein.html,https://www.thirteen.org › bigideas › einstein,THIRTEEN - New York Public Media,False,False,False,False,"Books Albert Einstein translated and edited by Paul Arthur Schilpp, AUTOBIOGRAPHICAL NOTES. Open Court Albert Einstein, RELATIVITY: THE SPECIAL AND THE ...",,,False,,['Albert Einstein'],,thirteen.org,/bigideas/einstein.html,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,71.0,False,False,True,,,,,,,0.0,538.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,95,96,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[96]/div[1],memory-alpha.fandom.com,Albert Einstein | Memory Alpha | Fandom,https://memory-alpha.fandom.com/wiki/Albert_Einstein,https://memory-alpha.fandom.com › wiki › Albert_Ei...,Fandom,False,False,False,False,Professor Albert Einstein was a famous Human physicist of 20th century Earth. He was born in Germany and was best known for his equation E = mc² and his ...,,,False,,['Albert Einstein'],,fandom.com,/wiki/Albert_Einstein,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,3.0,3.0,5.0,4.0,5.0,2023-07-01 20:13:20 +00:00,108.0,705.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,96,97,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[97]/div[1],www.census.gov,March 2019 - History,https://www.census.gov/history/www/homepage_archive/2019/march_2019.html,https://www.census.gov › ... › 2019,Census.gov,False,False,False,False,"March 2019 · By the 1930s, Albert Einstein was an internationally known author, lecturer, and science ambassador. · The Einsteins immigrated to the United States ...",,,False,,['Albert Einstein'],,census.gov,/history/www/homepage_archive/2019/march_2019.html,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,11.0,10.0,26.0,15.0,27.0,2023-07-09 14:36:49 +00:00,19.0,680.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,97,98,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[98]/div[1],www.popularmechanics.com,"100 Years Ago, Albert Einstein Became a Legend",https://www.popularmechanics.com/science/math/a29677190/einstein-eclipse-anniversary/,https://www.popularmechanics.com › Science › Math,Popular Mechanics,False,False,False,False,"Albert Einstein, the wire-haired physicist, whose worked reshaped our understanding of the universe, is a household name—but that wasn't ...",11/05/2019 00:00:00,,False,,['Albert Einstein'],,popularmechanics.com,/science/math/a29677190/einstein-eclipse-anniversary/,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,48.0,43.0,56.0,43.0,56.0,2023-07-16 09:46:56 +00:00,130.0,498.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,98,99,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[99]/div[1],www.foxnews.com,"On this day in history, March 14, 1879, Albert Einstein born ...",https://www.foxnews.com/lifestyle/this-day-history-march-14-1879-albert-einstein-born-germany,https://www.foxnews.com › lifestyle › this-day-history...,Fox News,False,False,False,False,"Physicist Albert Einstein, whose theory of relativity uprooted centuries of settled science and laid the foundation for a new era of ...",03/14/2023 00:00:00,,False,,['Albert Einstein'],,foxnews.com,/lifestyle/this-day-history-march-14-1879-albert-einstein-born-germany,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,77.0,76.0,195.0,174.0,279.0,2023-07-01 19:21:12 +00:00,239.0,659.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,99,100,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[100]/div[1],www.asl-associates.com,Memorable Albert Einstein Quotes,https://www.asl-associates.com/einsteinquotes.htm,https://www.asl-associates.com › einsteinquotes,asl-associates.com,False,False,False,False,"--Albert Einstein (quoted by Philipp Frank in ""Einstein's Philosophy of Science,"" Reviews of Modern Physics, Vol 21, No. 3 July 1949. ""Only a life lived for ...",,,False,,['Albert Einstein'],,asl-associates.com,/einsteinquotes.htm,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,94.0,False,False,True,21.0,19.0,48.0,32.0,48.0,2023-07-01 12:45:19 +00:00,171.0,156.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google,organic,100,101,left,/html[1]/body[1]/div[6]/div[1]/div[13]/div[1]/div[2]/div[2]/div[1]/div[1]/div[101]/div[1]/div[1],micro.magnet.fsu.edu,"Science, Optics and You - Timeline - Albert Einstein",https://micro.magnet.fsu.edu/optics/timeline/people/einstein.html,https://micro.magnet.fsu.edu › optics › timeline › people,Florida State University,False,False,False,False,Albert Einstein was one of the greatest and most famous scientific minds of the 20th century. The eminent physicist is best remembered for his theories of ...,,,False,,['Albert Einstein'],,fsu.edu,/optics/timeline/people/einstein.html,632.0999999999999,1.31166,1302.1259999999997,,,,,,,,,,,,True,False,False,2.0,1.0,2.0,2.0,2.0,2023-07-01 19:14:23 +00:00,85.0,531.0,,,,,,,,,,,,,google,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
